City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
328,Verkhoyansk,RU,67.5447,133.385,53.33,68,83,2.59,broken clouds
329,Bucerias,MX,20.75,-105.3333,78.98,100,20,4.61,few clouds
330,Xai-Xai,MZ,-25.0519,33.6442,67.51,55,75,16.67,broken clouds
331,Iqaluit,CA,63.7506,-68.5145,36.7,93,18,9.78,few clouds
332,Tecoanapa,MX,16.5167,-98.75,75.4,89,28,3.51,scattered clouds
333,Laem Sing,TH,12.4816,102.0738,83.01,86,100,2.15,overcast clouds
334,Panama City,PA,8.9936,-79.5197,77.16,91,20,3.44,few clouds
335,Cap Malheureux,MU,-19.9842,57.6142,75.47,63,4,8.99,clear sky
336,Yelatma,RU,54.9675,41.7508,79.99,36,21,16.17,few clouds
337,Kirakira,SB,-10.4544,161.9205,78.91,86,100,9.8,light rain
338,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.29,64,88,8.9,overcast clouds
339,Lengshuijiang,CN,27.6881,111.4294,73.18,66,96,5.73,overcast clouds
340,Sistranda,NO,63.7256,8.834,57.16,73,25,10.76,scattered clouds
341,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,94,100,32.21,moderate rain
342,Kristianstad,SE,56.0313,14.1524,71.35,44,0,4.61,clear sky
343,La Asuncion,VE,11.0333,-63.8628,81.16,74,25,6.2,scattered clouds
344,Policarpa,CO,1.6323,-77.462,67.3,79,60,2.93,broken clouds
345,Stephenville,US,32.2207,-98.2023,74.25,94,100,3.44,overcast clouds
346,Coihaique,CL,-45.5752,-72.0662,43.41,87,75,5.75,broken clouds
347,Natal,BR,-5.795,-35.2094,79.45,65,20,12.66,few clouds
348,Iquitos,PE,-3.7481,-73.2472,71.64,100,37,0.0,scattered clouds
349,Teopantlan,MX,18.7167,-98.2667,63.05,87,66,1.86,broken clouds
350,Hun,LY,29.1268,15.9477,93.52,28,0,4.56,clear sky
351,Gualeguaychu,AR,-33.0094,-58.5172,53.89,88,70,8.25,broken clouds
352,Airai,TL,-8.9266,125.4092,59.81,94,70,2.68,broken clouds
353,Prince George,CA,53.9166,-122.753,54.63,95,0,1.01,clear sky
354,Znamenskoye,RU,57.1281,73.8282,75.76,58,100,5.14,overcast clouds
355,Ketchikan,US,55.3422,-131.6461,60.78,94,100,3.44,moderate rain
356,Kathu,TH,7.9178,98.3332,86.7,99,85,6.51,light rain
357,Dunmore East,IE,52.1514,-6.9861,68.65,60,0,17.27,clear sky
358,Lorengau,PG,-2.0226,147.2712,81.81,81,100,9.66,overcast clouds
359,San Quintin,MX,30.4833,-115.95,70.52,88,6,8.5,clear sky
360,Te Anau,NZ,-45.4167,167.7167,50.2,96,100,3.11,overcast clouds
361,Khasan,RU,42.4308,130.6434,64.2,90,1,7.25,clear sky
362,Rafaela,AR,-31.2503,-61.4867,57.99,51,4,5.01,clear sky
363,Monrovia,LR,6.3005,-10.7969,78.78,80,97,10.09,light rain
364,Kaitangata,NZ,-46.2817,169.8464,46.53,86,85,5.88,overcast clouds
365,Fairview,US,40.8126,-73.999,74.23,81,0,12.66,clear sky
366,Homer,US,59.6425,-151.5483,56.8,73,100,5.99,overcast clouds
367,Kasempa,ZM,-13.4584,25.8338,84.72,18,0,7.2,clear sky
368,Srednekolymsk,RU,67.45,153.6833,39.38,71,23,5.91,few clouds
369,Lalibela,ET,12.0333,39.0333,69.6,55,54,0.85,broken clouds
370,Kalmunai,LK,7.4167,81.8167,80.28,81,93,2.71,overcast clouds
371,Tagusao,PH,9.1924,117.8141,81.77,77,100,1.88,light rain
372,Novorozhdestvenskaya,RU,45.8619,39.9542,99.41,18,4,5.23,clear sky
373,Kalaleh,IR,37.3807,55.4916,98.69,13,0,8.79,clear sky
374,Hanna,CA,51.6334,-111.9018,62.85,63,14,6.38,few clouds
375,Pochutla,MX,15.7432,-96.4661,74.82,90,100,2.06,overcast clouds
376,Pampierstad,ZA,-27.7832,24.6877,77.2,30,0,13.11,clear sky
377,Murree,PK,33.9073,73.393,75.24,61,5,3.65,clear sky
378,La Mata,PA,8.0833,-80.8833,74.98,92,100,2.08,overcast clouds
379,Voh,NC,-20.9667,164.7,67.05,87,46,4.47,scattered clouds
380,Santa Maria,BR,-29.6842,-53.8069,55.76,71,70,6.13,broken clouds
381,Vallenar,CL,-28.5708,-70.7581,51.93,89,2,3.27,clear sky
382,Lewistown,US,40.5992,-77.5714,67.8,95,3,3.49,clear sky
383,Santa Rosa,PH,14.3122,121.1114,83.1,84,90,8.16,overcast clouds
384,Ceyranbatan,AZ,40.5408,49.6597,91.11,26,0,19.19,clear sky
385,Havoysund,NO,70.9963,24.6622,46.63,69,96,10.51,overcast clouds
386,Leningradskiy,RU,69.3833,178.4167,33.67,99,100,12.33,snow
387,Matadi,CD,-5.8167,13.45,92.88,36,54,7.56,broken clouds
388,High Level,CA,58.5169,-117.136,51.87,77,62,4.88,broken clouds
389,Shush,IR,32.1942,48.2436,112.3,8,0,4.45,clear sky
390,Makakilo City,US,21.3469,-158.0858,73.72,78,0,5.75,clear sky
391,Auki,SB,-8.7676,160.7034,75.79,91,100,5.66,light rain
392,Fortuna,US,40.5982,-124.1573,57.34,96,100,3.44,overcast clouds
393,Veraval,IN,20.9,70.3667,82.9,78,33,14.45,scattered clouds
394,Gawler,AU,-34.6,138.7333,49.46,86,4,4.03,clear sky
395,Berbera,SO,10.4396,45.0143,95.4,46,10,13.4,clear sky
396,Alofi,NU,-19.0595,-169.9187,76.84,77,1,9.82,light rain
397,Male,MV,4.1748,73.5089,78.24,83,100,19.19,light rain
398,Harper,LR,4.375,-7.7169,77.47,84,93,13.06,moderate rain
399,Aksarka,RU,66.5606,67.7975,51.73,46,96,7.18,overcast clouds
400,Tari,NG,12.4086,4.4914,88.41,57,85,11.27,overcast clouds
401,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.65,97,100,2.24,overcast clouds
402,Hasaki,JP,35.7333,140.8333,79.29,86,23,19.55,few clouds
403,Vazante,BR,-17.9869,-46.9078,67.91,54,40,11.14,scattered clouds
404,Pevek,RU,69.7008,170.3133,31.6,92,92,14.45,overcast clouds
405,College,US,64.8569,-147.8028,53.8,85,75,3.44,broken clouds
406,Guerrero Negro,MX,27.9769,-114.0611,70.25,89,89,10.65,overcast clouds
407,Malinovoye Ozero,RU,51.6753,79.7825,84.2,24,61,8.16,broken clouds
408,Novobataysk,RU,46.8981,39.7819,92.8,15,4,3.13,clear sky
409,Sur,OM,22.5667,59.5289,89.6,46,5,4.83,clear sky
410,Carnarvon,AU,-24.8667,113.6333,68.05,66,0,26.35,clear sky
411,Flinders,AU,-34.5833,150.8552,60.39,84,100,4.0,overcast clouds
412,Praya,CV,14.9215,-23.5087,82.11,69,79,4.18,light rain
413,Mayo,US,38.8876,-76.5119,74.98,85,0,6.91,clear sky
414,Grand Forks,US,47.9417,-97.4337,57.13,82,0,4.61,clear sky
415,Zinder,NE,13.8072,8.9881,92.19,37,55,4.94,broken clouds
416,Victor Harbor,AU,-35.5667,138.6167,47.68,89,16,5.64,few clouds
417,Floridablanca,CO,7.0622,-73.0864,70.12,94,40,8.05,scattered clouds
418,Tripoli,LY,32.8752,13.1875,87.44,45,0,6.96,clear sky
419,Trat,TH,12.5,102.5,82.87,90,100,2.06,overcast clouds
420,Amuntai,ID,-2.4177,115.2494,75.34,91,93,1.63,moderate rain
421,Kloulklubed,PW,7.0419,134.2556,77.5,68,40,3.98,scattered clouds
422,Kodinsk,RU,58.6881,99.1844,59.97,95,100,13.33,light rain
423,Crotone,IT,39.0851,17.1178,85.19,58,0,8.68,clear sky
424,Quatre Cocos,MU,-20.2078,57.7625,75.09,68,4,9.55,clear sky
425,Buraydah,SA,26.326,43.975,105.19,7,0,6.58,clear sky
426,Puerto Madero,MX,14.7208,-92.4215,73.6,100,40,0.0,scattered clouds
427,Edgewater,US,28.9889,-80.9023,78.94,94,0,4.61,clear sky
428,Quang Ngai,VN,15.1167,108.8,80.04,81,66,3.49,broken clouds
429,Qaqortoq,GL,60.7167,-46.0333,42.71,60,3,4.27,clear sky
430,Pont-Saint-Esprit,FR,44.2549,4.6474,84.81,52,93,16.53,overcast clouds
431,Elat,IL,29.5581,34.9482,105.64,29,0,13.8,clear sky
432,Aswan,EG,24.0934,32.907,110.25,14,0,13.96,clear sky
433,Fairbanks,US,64.8378,-147.7164,53.82,86,20,3.44,few clouds
434,Moose Jaw,CA,50.4001,-105.5344,68.61,45,11,8.16,few clouds
435,Ahipara,NZ,-35.1667,173.1667,51.12,77,100,5.77,overcast clouds
436,Adrar,MR,20.5022,-10.0711,91.53,42,13,3.18,few clouds
437,Zhigansk,RU,66.7697,123.3711,43.07,78,97,8.86,overcast clouds
438,Zhanaozen,KZ,43.3,52.8,94.17,12,0,3.71,clear sky
439,Luangwa,ZM,-15.6167,30.4167,86.31,28,0,13.67,clear sky
440,Saiha,IN,22.4833,92.9667,73.98,96,100,0.69,light rain
441,Vardo,NO,70.3705,31.1107,46.38,76,75,10.36,broken clouds
442,Grand Baie,MU,-20.0182,57.5802,75.45,63,4,8.99,clear sky
443,Tarauaca,BR,-8.1614,-70.7656,71.89,61,13,1.1,few clouds
444,Si Satchanalai,TH,17.5169,99.7598,84.24,73,64,0.11,broken clouds
445,Birao,CF,10.2849,22.7882,84.58,67,94,4.07,light rain
446,Poletayevo,RU,55.0336,61.1138,85.82,24,98,14.2,overcast clouds
447,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,66,41,3.62,scattered clouds
448,Xinzhou,CN,38.4092,112.7333,65.7,56,25,0.74,scattered clouds
449,Daru,PG,-9.0763,143.2092,78.21,89,95,15.41,overcast clouds
450,Zaozerne,UA,45.1582,33.2787,86.0,48,28,14.52,scattered clouds
451,Wad Rawah,SD,15.1603,33.1397,98.78,29,14,12.73,few clouds
452,Qui Nhon,VN,13.7667,109.2333,81.93,81,92,5.99,overcast clouds
453,Vredendal,ZA,-31.6683,18.5012,86.52,10,0,27.4,clear sky
454,Chisinau,MD,47.0056,28.8575,84.92,49,0,13.8,clear sky
455,Okato,NZ,-39.2,173.8833,51.17,74,16,1.01,few clouds
456,Warwick,US,41.7001,-71.4162,74.01,89,75,5.75,broken clouds
457,Fort-Shevchenko,KZ,44.5086,50.263,85.82,37,0,14.43,clear sky
458,Honiara,SB,-9.4333,159.95,76.66,90,100,8.86,moderate rain
459,Santa,PH,17.486,120.4348,80.04,86,86,1.57,moderate rain
460,Erdenet,MN,49.0333,104.0833,52.29,76,19,4.59,few clouds
461,Tilichiki,RU,60.4667,166.1,43.99,76,100,9.31,overcast clouds
462,Kadi,IN,23.3,72.3333,98.46,51,38,6.22,scattered clouds
463,Hatillo,PR,18.4863,-66.8254,84.85,82,28,3.0,scattered clouds
464,Marga,RO,45.5,22.5167,73.36,75,65,1.81,broken clouds
465,Bilibino,RU,68.0546,166.4372,30.4,88,67,7.65,broken clouds
466,Grand-Santi,GF,4.25,-54.3833,77.85,86,100,0.98,overcast clouds
467,Cairns,AU,-16.9167,145.7667,71.55,82,9,13.8,clear sky
468,Sulangan,PH,11.1373,123.7228,85.51,70,71,3.76,broken clouds
469,Tommot,RU,58.9564,126.2925,39.67,78,63,3.71,broken clouds
470,Hualmay,PE,-11.0964,-77.6139,59.77,85,58,9.75,broken clouds
471,Port Hedland,AU,-20.3167,118.5667,71.65,73,16,8.05,few clouds
472,Miles City,US,46.4083,-105.8406,61.77,51,0,9.22,clear sky
473,West Wendover,US,40.7391,-114.0733,69.01,32,0,3.44,clear sky
474,Altay,CN,47.8667,88.1167,73.65,22,0,7.72,clear sky
475,Herat,AF,34.5,62.0,86.59,10,0,29.35,clear sky
476,Figeac,FR,44.75,1.9167,84.76,27,100,3.09,overcast clouds
477,Tessalit,ML,20.1986,1.0114,102.69,10,39,11.34,scattered clouds
478,Kuldur,RU,49.2167,131.6333,56.3,94,56,2.62,broken clouds
479,Batagay,RU,67.6333,134.6333,51.31,86,88,4.54,overcast clouds
480,Yeppoon,AU,-23.1333,150.7333,64.18,92,93,5.5,overcast clouds
481,Ludvika,SE,60.1496,15.1878,59.34,42,43,7.45,scattered clouds
482,Solnechnyy,RU,50.7214,136.6319,55.51,96,21,4.61,few clouds
483,La Rioja,ES,42.25,-2.5,74.98,42,69,8.23,broken clouds
484,Somerset,US,40.5668,-74.5496,73.11,95,0,1.01,clear sky
485,Hirara,JP,24.8,125.2833,85.26,82,100,29.33,moderate rain
486,Douglas,US,41.3,-96.167,62.31,91,0,3.44,clear sky
487,Providencia,MX,28.7167,-111.5833,84.61,77,54,7.45,broken clouds
488,Dixon,US,38.4455,-121.8233,64.42,73,0,4.61,clear sky
489,Dryden,CA,49.7833,-92.7503,47.89,87,3,4.43,clear sky
490,Port Blair,IN,11.6667,92.75,81.99,80,33,8.41,scattered clouds
491,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,60.94,98,100,6.96,overcast clouds
492,Kholtoson,RU,50.2981,103.3097,52.39,80,19,5.37,few clouds
493,Camacha,PT,33.0833,-16.3333,71.02,68,20,14.97,few clouds
494,Wattegama,LK,6.7989,81.4808,80.76,71,100,8.21,overcast clouds
495,Balclutha,NZ,-46.2339,169.75,44.19,90,83,4.03,broken clouds
496,Marawi,PH,7.9986,124.2928,70.21,94,100,4.54,heavy intensity rain
497,Moussoro,TD,13.6408,16.4901,93.04,45,63,4.29,broken clouds
498,Narasannapeta,IN,18.4167,84.05,85.73,72,23,8.79,few clouds
499,Yarada,IN,17.65,83.2667,86.32,74,75,9.22,moderate rain
500,Parabel,RU,58.6978,81.4825,59.5,77,92,6.71,overcast clouds
501,Essex,US,40.7834,-74.2163,73.45,90,20,6.91,few clouds
502,Sorong,ID,-0.8833,131.25,79.3,83,100,7.52,heavy intensity rain
503,Raudeberg,NO,61.9875,5.1352,61.47,80,5,5.32,clear sky
504,Rehoboth,NA,-23.3167,17.0833,86.72,10,34,20.11,scattered clouds
505,Sunggal,ID,3.5765,98.6151,82.38,78,40,7.0,scattered clouds
506,Greenville,US,35.6127,-77.3663,74.12,95,0,3.44,clear sky
507,Nantucket,US,41.2835,-70.0995,73.99,95,100,18.41,heavy intensity rain
508,Batken,KG,39.8333,71.0,66.63,21,0,6.17,clear sky
509,Alakurtti,RU,66.9672,30.3491,48.51,58,96,8.08,overcast clouds
510,Moose Factory,CA,51.2585,-80.6094,48.18,93,100,10.36,overcast clouds
511,Chilia Veche,RO,45.4167,29.2833,91.0,28,80,9.64,broken clouds
512,Mabaruma,GY,8.2,-59.7833,75.76,94,100,2.06,overcast clouds
513,Nakhon Phanom,TH,17.3333,104.4167,82.36,77,96,2.15,overcast clouds
514,Olinda,BR,-8.0089,-34.8553,74.93,83,75,9.22,broken clouds
515,Koumac,NC,-20.5667,164.2833,69.57,76,60,3.65,broken clouds
516,Fukue,JP,32.6881,128.8419,79.74,81,51,11.7,broken clouds
517,Norrtalje,SE,59.758,18.705,60.44,50,82,14.12,broken clouds
518,Kibakwe,TZ,-6.7167,36.3667,77.31,39,60,8.68,broken clouds
519,Tyrma,RU,50.0833,132.1667,53.06,94,25,2.44,scattered clouds
520,Ischia,IT,40.7342,13.9471,85.95,82,0,4.0,clear sky
521,Paracatu,BR,-17.2222,-46.8747,67.75,53,79,11.7,broken clouds
522,Charters Towers,AU,-20.1,146.2667,65.88,81,63,8.57,broken clouds
523,Catuday,PH,16.2923,119.8062,80.73,81,61,5.97,broken clouds
524,Urumqi,CN,43.801,87.6005,77.95,28,20,8.95,few clouds
525,Elk River,US,45.3038,-93.5672,63.37,90,0,7.07,clear sky
526,Sompeta,IN,18.9333,84.6,85.96,74,44,9.55,scattered clouds
527,Vondrozo,MG,-22.8167,47.2833,80.35,29,0,10.16,clear sky
528,Deputatskiy,RU,69.3,139.9,46.09,96,100,3.53,light rain
529,Opuwo,NA,-18.0607,13.84,90.05,12,0,8.28,clear sky
530,Rochegda,RU,62.8,43.25,55.44,55,100,10.65,overcast clouds
531,Marsh Harbour,BS,26.5412,-77.0636,83.01,74,6,7.16,clear sky
532,Bonavista,CA,48.6499,-53.1147,65.44,81,51,10.74,broken clouds
533,Ostrovnoy,RU,68.0531,39.5131,50.05,58,60,7.09,broken clouds
534,Alyangula,AU,-13.8483,136.4192,73.44,93,5,7.58,clear sky
535,Krasnovishersk,RU,60.4078,57.082,56.98,75,99,9.73,overcast clouds
536,Brownsville,US,25.9018,-97.4975,78.75,92,20,4.61,few clouds
537,Karagaylinskiy,RU,54.172,86.5521,73.35,55,50,6.4,scattered clouds
538,Ponta Delgada,PT,37.7333,-25.6667,75.92,78,20,5.75,few clouds
539,Souillac,MU,-20.5167,57.5167,75.58,64,20,12.66,few clouds
540,Oriximina,BR,-1.7656,-55.8661,81.95,45,3,3.69,clear sky
541,Chuncheng,CN,22.1731,111.7886,80.71,88,97,1.86,overcast clouds
542,Karaman,TR,37.0833,33.25,89.56,17,0,24.83,clear sky
543,Grand Gaube,MU,-20.0064,57.6608,75.6,63,4,8.99,clear sky
544,Kalabo,ZM,-14.97,22.6814,90.37,13,2,8.37,clear sky
545,Mandapam,IN,9.2833,79.1167,81.0,83,91,16.51,overcast clouds
546,Dayong,CN,25.0209,118.2898,81.7,80,45,2.91,scattered clouds
547,Bozuyuk,TR,39.9078,30.0367,86.34,50,11,12.35,few clouds
548,Meadow Lake,US,34.8014,-106.5436,66.33,78,35,6.49,scattered clouds
549,Cozumel,MX,20.5083,-86.9458,77.07,88,75,3.44,broken clouds
550,Port Lincoln,AU,-34.7333,135.8667,51.21,78,83,3.31,broken clouds
551,San Policarpo,PH,12.1791,125.5072,82.44,78,100,3.22,overcast clouds
552,Byron Bay,AU,-28.65,153.6167,58.95,86,14,7.52,light rain
553,Tual,ID,-5.6667,132.75,80.4,84,48,14.97,scattered clouds
554,Ust-Tsilma,RU,65.441,52.1498,53.51,39,77,7.94,broken clouds
555,Mackay,AU,-21.15,149.2,61.68,91,69,8.16,broken clouds
556,Srikakulam,IN,18.3,83.9,85.96,72,23,9.66,few clouds
557,Nantou,TW,23.8342,120.927,80.47,92,85,3.15,overcast clouds
558,Westport,US,41.1415,-73.3579,74.07,85,0,5.75,clear sky
559,Tiarei,PF,-17.5333,-149.3333,71.62,66,5,18.86,clear sky
560,Palana,RU,59.1167,159.9667,43.7,87,41,10.13,scattered clouds
561,Maningrida,AU,-12.0667,134.2667,77.02,85,44,9.62,scattered clouds
562,Helena,US,46.5927,-112.0361,60.98,49,0,3.0,clear sky
563,Birin,NP,26.8865,88.0718,66.42,97,99,1.43,overcast clouds
564,Vestmanna,FO,62.1564,-7.1664,52.72,71,20,8.05,few clouds
565,Ekibastuz,KZ,51.6667,75.3667,84.42,23,11,9.01,few clouds
566,Muros,ES,42.7762,-9.0603,70.09,86,60,6.73,broken clouds
567,La Tuque,CA,47.4334,-72.7824,64.65,88,100,4.61,overcast clouds
568,Cayenne,GF,4.9333,-52.3333,80.64,78,0,1.14,clear sky
569,San Cristobal,VE,7.7669,-72.225,71.78,84,61,3.94,broken clouds
570,Palmer,US,42.1584,-72.3287,69.62,87,75,3.44,broken clouds
571,Nanakuli,US,21.3906,-158.1547,75.15,78,0,5.75,clear sky
572,Fez,MA,34.0372,-4.9998,93.45,31,15,6.91,few clouds
573,Launceston,AU,-41.45,147.1667,51.8,88,100,13.8,overcast clouds
574,Dalen,NL,52.6992,6.7556,73.89,49,31,11.01,scattered clouds
575,Sabang,ID,5.8933,95.3214,83.17,75,70,17.85,broken clouds
576,Fortuna Foothills,US,32.6578,-114.4119,90.21,52,0,10.36,clear sky
577,Yining,CN,29.0361,114.5636,74.12,79,96,3.24,overcast clouds
578,Hohhot,CN,40.8106,111.6522,65.57,34,5,3.91,clear sky
579,Camacari,BR,-12.6975,-38.3242,74.97,68,96,10.83,overcast clouds
580,Hofn,IS,64.2539,-15.2082,53.62,100,100,9.22,mist
581,Ulaangom,MN,49.9811,92.0667,69.6,32,28,4.83,scattered clouds
582,Margate,GB,51.3813,1.3862,72.9,63,2,8.99,clear sky
583,Lincoln,US,40.8,-96.667,63.34,82,0,1.01,clear sky
584,Qax,AZ,41.4225,46.9242,90.59,18,0,6.31,clear sky
585,Bassila,BJ,9.0081,1.6654,76.59,84,100,5.73,light rain
586,Athabasca,CA,54.7169,-113.2854,50.41,60,1,3.74,clear sky
587,Brewster,US,41.3973,-73.6171,70.36,94,0,5.75,clear sky
588,Sovetskiy,RU,61.3614,63.5842,47.03,95,100,8.23,moderate rain
589,Banda Aceh,ID,5.5577,95.3222,81.63,77,89,11.41,overcast clouds
590,Erenhot,CN,43.6475,111.9767,68.05,27,0,9.51,clear sky
591,Boshnyakovo,RU,49.6333,142.1667,57.36,79,0,5.82,clear sky
592,Williams Lake,CA,52.1415,-122.1445,57.06,90,2,0.87,clear sky
593,Bosaso,SO,11.2842,49.1816,89.92,58,56,9.98,broken clouds
594,Usinsk,RU,65.9939,57.5281,50.92,56,91,9.24,overcast clouds
595,Dillon,US,34.4166,-79.3712,76.24,90,77,5.86,broken clouds
596,Fasa,IR,28.9383,53.6482,96.04,6,0,9.22,clear sky
597,Batagay-Alyta,RU,67.8006,130.4114,47.35,65,66,0.87,broken clouds
598,Beidao,CN,34.5686,105.8933,68.34,55,97,5.53,overcast clouds
599,Murgab,TM,37.4966,61.9714,97.59,10,0,15.48,clear sky
600,Aranos,NA,-24.1333,19.1167,86.76,12,39,18.43,scattered clouds
601,Cape Coast,GH,5.1053,-1.2466,76.5,85,96,9.35,light rain
602,Achacachi,BO,-16.05,-68.6833,43.83,63,1,1.3,clear sky
603,Magadan,RU,59.5667,150.8,51.4,79,17,1.77,few clouds
604,Presidente Franco,PY,-25.5333,-54.6167,59.76,67,0,12.66,clear sky
605,Bershet,RU,57.7309,56.3783,69.06,68,85,7.72,overcast clouds
606,Jackson,US,42.4165,-122.8345,65.05,61,0,0.0,clear sky
607,Katobu,ID,-4.9408,122.5276,74.37,91,38,3.85,scattered clouds
608,Namatanai,PG,-3.6667,152.4333,80.82,79,96,11.61,overcast clouds
609,De Aar,ZA,-30.6497,24.0123,69.13,19,2,10.54,clear sky
610,Eastlake,US,41.6539,-81.4504,70.02,76,0,9.22,clear sky
611,Slave Lake,CA,55.2834,-114.769,53.58,82,0,3.44,clear sky
612,Bardiyah,LY,31.7561,25.0865,85.08,53,0,17.4,clear sky
613,Taicheng,CN,38.731,113.228,59.92,57,11,6.71,few clouds
614,Saint-Francois,FR,46.4154,3.9054,78.67,57,0,3.44,clear sky
615,Luanda,AO,-8.8368,13.2343,75.92,70,17,16.91,few clouds
616,Isangel,VU,-19.55,169.2667,70.86,81,63,14.63,broken clouds
617,Nsanje,MW,-16.92,35.262,71.33,76,62,10.4,light rain
618,Kirovskiy,RU,45.0917,133.5136,60.57,90,12,1.52,few clouds
619,Reconquista,AR,-29.15,-59.65,63.57,58,3,9.66,clear sky
620,Roald,NO,62.5833,6.1333,69.17,63,0,10.36,clear sky
621,Trogir,HR,43.5125,16.2517,87.85,37,20,12.66,few clouds
622,El Alto,PE,-4.2714,-81.2147,60.46,78,93,10.36,overcast clouds
623,Haimen,CN,23.1935,116.6142,82.49,81,2,2.75,clear sky
624,Palu,ID,-0.8917,119.8707,75.92,92,80,1.63,broken clouds
625,Turayf,SA,31.6725,38.6637,106.05,11,0,0.0,clear sky
626,Saint-Pierre,RE,-21.3393,55.4781,76.68,67,0,5.75,clear sky
627,Santa Cruz,BO,-17.8,-63.1667,69.85,60,0,4.61,smoke
628,Kilrush,IE,52.6397,-9.4833,67.75,54,100,10.25,overcast clouds
629,Verkhnetulomskiy,RU,68.6073,31.7962,48.13,86,99,6.17,overcast clouds
630,Vila,PT,42.0304,-8.1588,69.69,48,3,4.74,clear sky
631,Altea,ES,38.5989,-0.0514,92.48,66,5,10.0,clear sky
632,Tabuk,PH,17.4189,121.4443,76.46,94,55,5.01,broken clouds
633,Dingle,PH,10.9995,122.6711,78.53,87,46,5.3,scattered clouds
634,Ballitoville,ZA,-29.539,31.2144,71.17,40,40,18.41,scattered clouds
635,Santa Lucia,ES,27.9117,-15.5407,71.76,88,75,16.11,light rain
636,Ust-Kan,RU,50.9276,84.761,64.42,52,93,4.7,overcast clouds
637,Camalu,MX,30.85,-116.0667,72.36,81,5,6.67,clear sky
638,Mallow,IE,52.1333,-8.6333,69.1,50,100,9.35,overcast clouds
639,Levelland,US,33.5873,-102.378,67.19,93,100,9.06,overcast clouds
640,Maneadero,MX,31.7167,-116.5667,69.1,89,0,5.01,clear sky
641,Sagaing,MM,21.8787,95.9797,91.58,66,75,3.44,broken clouds
642,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.67,80,77,12.48,broken clouds
643,Solvychegodsk,RU,61.3305,46.9156,54.77,65,100,8.95,overcast clouds
644,Sinnamary,GF,5.3833,-52.95,79.59,83,90,6.15,overcast clouds
645,Ouadda,CF,8.0777,22.4007,78.89,83,96,4.03,moderate rain
646,Yar-Sale,RU,66.8333,70.8333,49.96,56,93,13.29,overcast clouds
647,Jiangyou,CN,31.7667,104.7167,65.73,93,100,2.55,overcast clouds
648,Placido De Castro,BR,-10.3353,-67.1856,75.67,46,0,1.32,clear sky
649,Vanimo,PG,-2.6741,141.3028,79.27,86,100,5.41,overcast clouds
650,Taitung,TW,22.7583,121.1444,82.67,89,75,4.61,broken clouds
651,Portland,US,45.5234,-122.6762,70.2,80,20,4.61,few clouds
652,Antalaha,MG,-14.9003,50.2788,76.12,61,2,6.64,clear sky
653,Valday,RU,57.9747,33.2525,47.39,92,100,14.05,overcast clouds
654,Atherton,GB,53.5237,-2.4935,74.21,59,64,1.99,broken clouds
655,Lazaro Cardenas,MX,17.9583,-102.2,77.38,89,83,4.21,broken clouds
656,Tarpon Springs,US,28.1461,-82.7568,82.0,92,0,5.99,clear sky
657,Gat,IL,31.61,34.7642,101.39,100,0,14.18,clear sky
658,Moindou,NC,-21.6924,165.677,68.27,81,17,5.86,few clouds
